id	num	neg|score	neg|p-value	neg|fdr	neg|rank	neg|goodsgrna	neg|lfc	pos|score	pos|p-value	pos|fdr	pos|rank	pos|goodsgrna	pos|lfc
ABCE1	2	0.051833	0.092251	0.778757	2258	1	-0.47408	0.52059	0.52379	1.0	9749	1	-0.47408
VSNL	4	0.051839	0.12547	0.905259	2259	3	-0.30778	0.97741	0.97744	1.0	15720	0	-0.30778
TMED2	3	0.051968	0.12058	0.886613	2260	2	-1.0018	0.044533	0.10795	0.884418	2055	1	-1.0018
TBX15	4	0.052008	0.12582	0.90563	2261	3	-0.21134	0.9818	0.98189	1.0	15804	0	-0.21134
C20orf141	4	0.052106	0.126	0.906056	2262	3	-0.26307	0.40393	0.55084	1.0	8543	1	-0.26307
HAO2	5	0.052193	0.14604	0.967859	2263	3	-0.30037	0.98794	0.98803	1.0	15952	0	-0.30037
SCNM1	6	0.052234	0.1494	0.977799	2264	4	-0.27259	0.28639	0.49249	1.0	7037	1	-0.27259
ARID5B	8	0.05227	0.16634	1.0	2265	5	-0.20373	0.98541	0.98537	1.0	15886	0	-0.20373
POU2F1	3	0.052324	0.12106	0.888211	2266	2	-0.31381	0.11145	0.20002	0.940362	3889	1	-0.31381
SMC3	3	0.052381	0.12114	0.888396	2267	2	-0.53333	0.073289	0.1498	0.921743	2914	1	-0.53333
ZFP36L	4	0.052411	0.12661	0.908108	2268	3	-0.53792	0.24397	0.38955	0.988322	6364	1	-0.53792
COL4A3BP	5	0.052472	0.1467	0.969843	2269	2	0.014521	0.11914	0.25836	0.964015	4083	2	0.014521
PGK2	2	0.052521	0.093398	0.785586	2270	2	-0.41474	0.94748	0.94739	1.0	15219	0	-0.41474
HEATR6	4	0.052531	0.12685	0.908244	2271	3	-0.34857	0.54039	0.64331	1.0	9969	1	-0.34857
PI4K	2	0.052654	0.093633	0.78625	2272	1	-0.25727	0.0049418	0.0094273	0.789417	315	1	-0.25727
SLITRK1	2	0.052671	0.093659	0.78625	2273	2	-0.43494	0.94733	0.94724	1.0	15216	0	-0.43494
C5orf48	3	0.052672	0.12154	0.890116	2274	2	-0.45922	0.63312	0.6462	1.0	10962	1	-0.45922
FASTK	6	0.052679	0.15038	0.979999	2275	4	-0.23143	0.90243	0.90703	1.0	14496	1	-0.23143
NADK	2	0.052743	0.09377	0.786391	2276	2	-1.231	0.94726	0.94717	1.0	15214	0	-1.231
EPRS	6	0.052751	0.15053	0.979999	2277	3	-0.196	0.0816	0.21098	0.94702	3126	2	-0.196
CCDC5	7	0.052932	0.1647	1.0	2278	5	-0.18697	0.98076	0.98079	1.0	15788	0	-0.18697
NDUFAF4	4	0.052958	0.12768	0.912594	2279	3	-0.34714	0.81048	0.81151	1.0	13170	1	-0.34714
LRRC56	4	0.053012	0.12779	0.912915	2280	3	-0.27307	0.96632	0.96624	1.0	15538	0	-0.27307
C10orf95	4	0.053119	0.12799	0.913283	2281	2	-0.26538	0.035328	0.093255	0.883738	1696	1	-0.26538
PPT1	5	0.053183	0.14844	0.976312	2282	2	-0.049344	0.34598	0.52465	1.0	7835	2	-0.049344
SCAMP4	4	0.053255	0.12826	0.913643	2283	3	-0.35994	0.97428	0.9742	1.0	15653	0	-0.35994
MRPL15	3	0.053408	0.12255	0.894395	2284	1	0.14355	0.061152	0.13353	0.912881	2559	2	0.14355
TAF5	5	0.053434	0.14904	0.977582	2285	4	-0.49576	0.55468	0.69722	1.0	10123	1	-0.49576
IL23R	3	0.053471	0.12264	0.894666	2286	2	-0.60634	0.027259	0.068981	0.857746	1382	1	-0.60634
CD16	5	0.053572	0.14938	0.977799	2287	4	-0.29509	0.34288	0.52216	1.0	7787	1	-0.29509
ATP1B3	3	0.053641	0.12288	0.895154	2288	2	-0.56116	0.83429	0.83405	1.0	13511	0	-0.56116
DPYD	3	0.053675	0.12292	0.895154	2289	2	-0.31274	0.47656	0.53701	1.0	9366	1	-0.31274
RAPGEF1	4	0.0537	0.12918	0.916238	2290	2	-0.3162	0.80958	0.81071	1.0	13157	1	-0.3162
SPAG17	5	0.053745	0.14978	0.978979	2291	4	-0.22573	0.80874	0.82908	1.0	13141	1	-0.22573
AKIP1	4	0.053835	0.12946	0.917439	2292	3	-0.23642	0.21824	0.36385	0.983597	5938	1	-0.23642
LGALS3BP	4	0.05389	0.12957	0.91764	2293	3	-0.36965	0.75259	0.76482	1.0	12402	1	-0.36965
ITM2C	9	0.05395	0.18177	1.0	2294	4	-0.055293	0.023249	0.093476	0.883738	1220	2	-0.055293
BBS1	7	0.053969	0.1674	1.0	2295	4	-0.53561	0.29139	0.5191	1.0	7120	3	-0.53561
COPS5	3	0.05404	0.1234	0.896675	2296	1	0.16325	0.51057	0.55866	1.0	9668	1	0.16325
BLID	2	0.054048	0.096001	0.797865	2297	2	-0.37685	0.94595	0.94587	1.0	15194	0	-0.37685
CNEP1R1	2	0.054233	0.096317	0.798469	2298	1	-0.90728	0.61856	0.61833	1.0	10792	0	-0.90728
EIF4B	2	0.054303	0.096451	0.798559	2299	2	-0.37662	0.9457	0.94561	1.0	15192	0	-0.37662
TANC1	4	0.054319	0.13039	0.921698	2300	3	-0.34539	0.98252	0.98258	1.0	15819	0	-0.34539
OPA1	3	0.054332	0.1238	0.897758	2301	2	-0.51102	0.7788	0.77864	1.0	12744	0	-0.51102
TMSB15	3	0.054628	0.12423	0.899112	2302	2	-0.39319	0.60016	0.62106	1.0	10611	1	-0.39319
HDAC1	3	0.054663	0.12428	0.899112	2303	2	-0.59411	0.92996	0.93015	1.0	14939	0	-0.59411
RTCA	6	0.054664	0.15469	0.989613	2304	4	-0.32457	0.65619	0.78333	1.0	11227	1	-0.32457
IFT122	2	0.054733	0.097156	0.799487	2305	2	-0.32078	0.94527	0.94518	1.0	15189	0	-0.32078
ZCCHC	4	0.054748	0.13124	0.925757	2306	2	-0.2181	0.35732	0.50375	1.0	7986	2	-0.2181
FBXO9	3	0.054891	0.1246	0.900287	2307	2	-0.35307	0.50225	0.55331	1.0	9605	1	-0.35307
HDAC	4	0.054906	0.13154	0.927057	2308	3	-0.33114	0.91533	0.91513	1.0	14710	0	-0.33114
PLXNB	8	0.054917	0.17248	1.0	2309	4	-0.14065	0.090536	0.25189	0.964015	3355	3	-0.14065
ZBTB17	4	0.055108	0.13191	0.928064	2310	2	-0.19159	0.83317	0.83277	1.0	13491	1	-0.19159
SREBF1	4	0.055135	0.13196	0.928064	2311	2	-0.28349	0.92145	0.92117	1.0	14805	0	-0.28349
RAD54B	4	0.055173	0.13204	0.928232	2312	3	-0.22515	0.43262	0.58002	1.0	8896	1	-0.22515
OR10H3	2	0.055179	0.097945	0.804783	2313	2	-0.2908	0.94482	0.94474	1.0	15179	0	-0.2908
GRK7	5	0.055189	0.15334	0.987292	2314	3	-0.41043	0.32867	0.51084	1.0	7614	2	-0.41043
E4F1	4	0.055353	0.13235	0.928913	2315	3	-0.42956	0.54427	0.64509	1.0	10009	1	-0.42956
OR5AU1	2	0.055355	0.098247	0.806469	2316	2	-0.32301	0.94464	0.94455	1.0	15177	0	-0.32301
SLC10A	2	0.055399	0.098306	0.806555	2317	2	-0.26166	0.9446	0.94452	1.0	15176	0	-0.26166
NAD	6	0.055454	0.1564	0.991782	2318	4	-0.40739	0.1698	0.35505	0.982573	5096	2	-0.40739
DAXX	2	0.05551	0.098497	0.807723	2319	2	-0.65229	0.94449	0.9444	1.0	15174	0	-0.65229
PBK	4	0.055561	0.13274	0.930346	2320	3	-0.32144	0.68791	0.72131	1.0	11606	1	-0.32144
CCNL1	3	0.05559	0.12555	0.905259	2321	2	-0.48412	0.83182	0.83156	1.0	13467	0	-0.48412
TESK2	4	0.0557	0.13301	0.930346	2322	3	-0.39886	0.74062	0.75612	1.0	12237	1	-0.39886
YTHDF2	4	0.055741	0.13309	0.930346	2323	2	-0.33269	0.72124	0.74264	1.0	11995	1	-0.33269
MTL5	3	0.055785	0.12582	0.90563	2324	2	-0.34093	0.1046	0.19109	0.93826	3707	1	-0.34093
NCS1	6	0.055838	0.15719	0.994045	2325	4	-0.22699	0.58063	0.72869	1.0	10414	1	-0.22699
PARP10	3	0.055842	0.12589	0.90563	2326	2	-0.56194	0.057285	0.12833	0.907237	2434	1	-0.56194
DIRC2	5	0.055951	0.15509	0.989613	2327	4	-0.18411	0.21831	0.40143	0.990904	5940	1	-0.18411
CLEC4M	2	0.055974	0.099258	0.808743	2328	2	-0.37846	0.94403	0.94392	1.0	15163	0	-0.37846
EIF3I	3	0.055979	0.12607	0.906204	2329	2	-0.28227	0.85441	0.85432	1.0	13794	0	-0.28227
GRASP	2	0.056026	0.099353	0.808743	2330	2	-0.45828	0.94397	0.94387	1.0	15160	0	-0.45828
RXRA	4	0.056035	0.13366	0.932462	2331	3	-0.41442	0.72586	0.74581	1.0	12058	1	-0.41442
YY1AP1	2	0.056054	0.099393	0.808743	2332	1	-0.3623	0.032771	0.059655	0.852135	1602	1	-0.3623
NPAT	4	0.056125	0.13383	0.932462	2333	2	-0.30403	0.7551	0.7666	1.0	12437	1	-0.30403
TUBGCP3	2	0.056144	0.099544	0.808743	2334	2	-1.0395	0.94386	0.94375	1.0	15157	0	-1.0395
NTM	4	0.056147	0.13387	0.932462	2335	2	-0.12736	0.44776	0.59518	1.0	9075	2	-0.12736
SAC	4	0.056193	0.13397	0.932462	2336	3	-0.26684	0.97157	0.97151	1.0	15604	0	-0.26684
ARMCX	6	0.056203	0.15794	0.996878	2337	4	-0.2691	0.56841	0.72025	1.0	10279	1	-0.2691
MT1A	3	0.05634	0.12655	0.908108	2338	1	0.056767	0.39593	0.48898	1.0	8441	1	0.056767
MTHFD2	4	0.05635	0.13429	0.932641	2339	2	-0.28555	0.74559	0.75967	1.0	12296	1	-0.28555
YPEL	9	0.056411	0.18845	1.0	2340	5	-0.39335	0.24739	0.50335	1.0	6415	1	-0.39335
PEF1	6	0.056437	0.15844	0.997187	2341	4	-0.31736	0.10976	0.2662	0.967082	3834	1	-0.31736
SEMA5A	5	0.056461	0.15631	0.991782	2342	2	-0.11431	0.33176	0.5133	1.0	7645	2	-0.11431
NUP85	3	0.056475	0.12674	0.908244	2343	2	-0.32028	0.86269	0.86257	1.0	13928	0	-0.32028
ZC3H18	3	0.05652	0.12682	0.908244	2344	2	-0.32137	0.77754	0.7774	1.0	12725	0	-0.32137
IRS2	2	0.056522	0.1002	0.81171	2345	2	-0.64527	0.94348	0.94337	1.0	15149	0	-0.64527
GOLPH3	4	0.05653	0.13463	0.934049	2346	3	-0.45166	0.92577	0.92548	1.0	14859	0	-0.45166
AKR1B1	3	0.056535	0.12683	0.908244	2347	2	-0.43863	0.91783	0.91793	1.0	14753	0	-0.43863
CLEC17A	3	0.056766	0.12713	0.909778	2348	2	-0.23952	0.59076	0.61402	1.0	10515	1	-0.23952
RASSF	11	0.056776	0.20065	1.0	2349	6	-0.22553	0.075214	0.24357	0.9605	2983	4	-0.22553
TCF7L2	3	0.056801	0.12717	0.909778	2350	2	-0.26818	0.63329	0.64635	1.0	10964	1	-0.26818
SYT14	5	0.056955	0.15744	0.995036	2351	2	0.11067	0.53498	0.6802	1.0	9926	2	0.11067
RAD	2	0.057055	0.10108	0.81423	2352	1	-0.41987	0.38654	0.40826	0.993223	8346	1	-0.41987
RHEB	2	0.057085	0.10115	0.81423	2353	2	-0.92025	0.93062	0.9306	1.0	14947	0	-0.92025
GINS	4	0.057141	0.1358	0.937283	2354	2	-0.19284	0.17436	0.3195	0.979484	5170	1	-0.19284
C11orf87	2	0.057176	0.10129	0.814975	2355	1	-0.56905	0.8483	0.8479	1.0	13700	0	-0.56905
SAP18	2	0.057267	0.10145	0.815512	2356	2	-2.969	0.90102	0.90074	1.0	14476	0	-2.969
LEAP2	2	0.057274	0.10146	0.815512	2357	2	-0.5439	0.94273	0.94263	1.0	15141	0	-0.5439
USP39	1	0.057385	0.057307	0.600399	2358	1	-1.7767	0.94261	0.94293	1.0	15139	0	-1.7767
HOXA9	4	0.057424	0.13635	0.939105	2359	3	-0.45866	0.97409	0.97402	1.0	15647	0	-0.45866
ZNF562	3	0.057522	0.12814	0.913643	2360	2	-0.5287	0.57846	0.60504	1.0	10390	1	-0.5287
FAM64	3	0.057592	0.12823	0.913643	2361	2	-0.40973	0.34485	0.46082	1.0	7815	1	-0.40973
URM1	3	0.05778	0.12846	0.914054	2362	1	0.11061	0.010662	0.028538	0.816307	646	2	0.11061
AGR2	4	0.05784	0.13716	0.943076	2363	3	-0.34143	0.91481	0.9146	1.0	14693	0	-0.34143
DNALI1	4	0.057893	0.13727	0.943076	2364	2	-0.15145	0.77586	0.78236	1.0	12702	1	-0.15145
SEH1L	2	0.057903	0.10249	0.821413	2365	2	-1.0147	0.87737	0.87712	1.0	14130	0	-1.0147
MRPL10	2	0.057964	0.10258	0.821704	2366	1	-0.49724	0.67852	0.67828	1.0	11492	0	-0.49724
FAM165	4	0.057983	0.13744	0.943793	2367	3	-0.58977	0.69384	0.72493	1.0	11666	1	-0.58977
RSPH4A	4	0.058011	0.13748	0.943793	2368	3	-0.16212	0.85949	0.8592	1.0	13879	0	-0.16212
SHOX2	5	0.058044	0.15995	1.0	2369	4	-0.27962	0.62138	0.7432	1.0	10825	1	-0.27962
SAP25	3	0.058118	0.12894	0.915335	2370	2	-0.50733	0.93634	0.93655	1.0	15036	0	-0.50733
SLCO1B	2	0.058185	0.10294	0.822659	2371	2	-0.34984	0.94181	0.94175	1.0	15121	0	-0.34984
TMEM189-UBE2V	3	0.058223	0.12907	0.915869	2372	2	-0.34403	0.018174	0.047171	0.837779	1013	1	-0.34403
SP2	4	0.058241	0.13791	0.944505	2373	3	-0.3975	0.24503	0.3906	0.988605	6382	1	-0.3975
BCL2L1	13	0.05844	0.21542	1.0	2374	6	-0.022369	0.51951	0.79561	1.0	9745	4	-0.022369
GTPBP3	5	0.058489	0.16097	1.0	2375	2	-0.073075	0.87732	0.87903	1.0	14129	1	-0.073075
PPP1R35	4	0.058708	0.13882	0.948254	2376	3	-0.35829	0.81367	0.81442	1.0	13227	1	-0.35829
WDR91	4	0.058734	0.13888	0.94828	2377	3	-0.43288	0.64323	0.69525	1.0	11078	1	-0.43288
ALOX15B	4	0.058829	0.13905	0.949088	2378	3	-0.31518	0.88786	0.8875	1.0	14276	0	-0.31518
OR11H4	2	0.058831	0.10399	0.827496	2379	2	-0.48049	0.94117	0.94112	1.0	15113	0	-0.48049
C2orf49	3	0.058929	0.12998	0.919595	2380	2	-0.58254	0.80659	0.8063	1.0	13111	0	-0.58254
SLC2A1	6	0.058978	0.16391	1.0	2381	4	-0.30721	0.98117	0.98119	1.0	15795	0	-0.30721
ZNF778	4	0.059116	0.13964	0.951543	2382	2	-0.21222	0.068736	0.15817	0.921782	2780	1	-0.21222
NDUFC	2	0.059206	0.10463	0.830194	2383	1	-0.34056	0.64392	0.64365	1.0	11086	0	-0.34056
UBE2U	4	0.059284	0.13996	0.952898	2384	3	-0.27654	0.71609	0.73912	1.0	11931	1	-0.27654
ATP13A1	3	0.059306	0.1305	0.922114	2385	2	-0.50413	0.88143	0.8814	1.0	14186	0	-0.50413
ZBTB8B	6	0.05931	0.16461	1.0	2386	4	-0.24474	0.80672	0.85619	1.0	13112	1	-0.24474
FKBP	11	0.059398	0.20793	1.0	2387	5	0.019158	0.86158	0.94516	1.0	13913	2	0.019158
SPINT1	4	0.05941	0.1402	0.953409	2388	3	-0.30588	0.28914	0.43499	0.99382	7086	1	-0.30588
C17orf6	3	0.059472	0.13075	0.923053	2389	2	-0.45322	0.75345	0.75341	1.0	12412	0	-0.45322
SPIN	3	0.059519	0.13081	0.923111	2390	2	-0.33634	0.84837	0.84822	1.0	13703	0	-0.33634
ACOT11	2	0.059569	0.10521	0.831808	2391	1	-0.37738	0.65273	0.65252	1.0	11180	0	-0.37738
CDK5RAP3	4	0.059574	0.14051	0.953925	2392	3	-0.34325	0.98217	0.98223	1.0	15811	0	-0.34325
VG	2	0.059671	0.10538	0.831808	2393	2	-0.34222	0.94033	0.94032	1.0	15097	0	-0.34222
MRPL5	10	0.059735	0.19796	1.0	2394	5	-0.053138	0.19541	0.44501	0.998811	5541	4	-0.053138
TTLL3	5	0.059789	0.16402	1.0	2395	4	-0.22898	0.96163	0.96177	1.0	15461	0	-0.22898
FOXN	7	0.059852	0.18236	1.0	2396	5	-0.21508	0.9799	0.97992	1.0	15768	0	-0.21508
DAPL1	4	0.059901	0.14112	0.955778	2397	2	-0.25409	0.84331	0.84287	1.0	13631	0	-0.25409
GALNT12	4	0.06035	0.14196	0.958223	2398	3	-0.36124	0.85681	0.85648	1.0	13837	0	-0.36124
AKAP9	3	0.060517	0.13219	0.928877	2399	2	-0.39423	0.73368	0.73377	1.0	12149	1	-0.39423
PDAP1	2	0.060624	0.10698	0.838669	2400	2	-0.79927	0.93938	0.93938	1.0	15077	0	-0.79927
NUDT21	3	0.060821	0.13259	0.930169	2401	2	-0.51086	0.94661	0.94683	1.0	15203	0	-0.51086
TXK	4	0.060916	0.14301	0.959753	2402	3	-0.34653	0.66929	0.71006	1.0	11372	1	-0.34653
KIAA1432	3	0.060927	0.13274	0.930346	2403	2	-0.23165	0.69419	0.69698	1.0	11673	1	-0.23165
BCAS4	4	0.060984	0.14314	0.959753	2404	3	-0.26605	0.61177	0.6782	1.0	10728	1	-0.26605
MBTPS2	4	0.061092	0.14335	0.959793	2405	3	-0.43701	0.41127	0.55826	1.0	8632	1	-0.43701
ALS2CR11	4	0.06111	0.14339	0.959793	2406	2	-0.11697	0.10382	0.22189	0.952956	3685	2	-0.11697
TMEM23	2	0.061124	0.1078	0.838999	2407	2	-0.46964	0.93888	0.93887	1.0	15070	0	-0.46964
SUPT6	3	0.061126	0.133	0.930346	2408	2	-0.6006	0.95021	0.95045	1.0	15260	0	-0.6006
ARAP2	6	0.061157	0.16856	1.0	2409	3	-0.2786	0.033381	0.1083	0.884418	1623	2	-0.2786
MAG	3	0.061162	0.13305	0.930346	2410	2	-0.2688	0.59093	0.61415	1.0	10517	1	-0.2688
GFRA4	4	0.061304	0.14375	0.960473	2411	2	-0.24356	0.66248	0.70606	1.0	11301	1	-0.24356
MAL	7	0.06133	0.18605	1.0	2412	5	-0.14897	0.12392	0.29809	0.97762	4200	1	-0.14897
RBM15	4	0.061367	0.14388	0.960473	2413	3	-0.30264	0.8069	0.80834	1.0	13115	1	-0.30264
SSBP4	4	0.061387	0.14393	0.960473	2414	3	-0.2469	0.82953	0.82913	1.0	13437	1	-0.2469
IPO9	4	0.061401	0.14395	0.960473	2415	2	-0.23526	0.16381	0.3088	0.978268	4995	2	-0.23526
CLIC3	4	0.061505	0.14416	0.960941	2416	3	-0.25834	0.58164	0.66298	1.0	10425	1	-0.25834
TOP3	4	0.061525	0.1442	0.960941	2417	3	-0.28795	0.94314	0.94303	1.0	15144	0	-0.28795
TSEN2	4	0.061673	0.14447	0.961609	2418	2	-0.34351	0.94355	0.94342	1.0	15152	0	-0.34351
SPPL2C	2	0.061674	0.10873	0.843468	2419	2	-0.48578	0.93833	0.93833	1.0	15064	0	-0.48578
HMGN2	2	0.061687	0.10875	0.843468	2420	1	-0.72464	0.55151	0.55282	1.0	10079	1	-0.72464
LOX	4	0.061921	0.14496	0.964081	2421	2	-0.16581	0.26739	0.41311	0.993386	6743	2	-0.16581
RPL28	3	0.061955	0.13412	0.932639	2422	2	-0.44148	0.81142	0.81116	1.0	13187	0	-0.44148
FAM90A	2	0.061989	0.10923	0.844922	2423	1	-0.77046	0.51767	0.52108	1.0	9728	1	-0.77046
SNRNP40	6	0.062023	0.17039	1.0	2424	4	-0.3414	0.37255	0.58893	1.0	8166	1	-0.3414
SYNGR2	2	0.062108	0.10944	0.845769	2425	2	-0.64049	0.93789	0.93791	1.0	15057	0	-0.64049
PRELID1	2	0.062182	0.10957	0.84642	2426	2	-0.34528	0.93782	0.93784	1.0	15056	0	-0.34528
SMNDC	4	0.062198	0.14549	0.966459	2427	2	-0.19139	0.50249	0.62658	1.0	9607	1	-0.19139
CD58	6	0.062245	0.17088	1.0	2428	3	-0.1498	0.86697	0.88476	1.0	13991	1	-0.1498
PFKFB4	2	0.062303	0.10977	0.847131	2429	2	-0.28785	0.9377	0.93772	1.0	15055	0	-0.28785
FBXO21	3	0.062316	0.13461	0.934049	2430	2	-0.27787	0.53416	0.57432	1.0	9912	1	-0.27787
CEP57	4	0.062506	0.14605	0.967859	2431	1	-0.033773	0.70135	0.72959	1.0	11754	1	-0.033773
RPL12	3	0.062588	0.13499	0.93474	2432	1	-0.082306	0.72391	0.7244	1.0	12030	1	-0.082306
DNTTIP2	2	0.062624	0.11031	0.850135	2433	1	-0.62834	0.56885	0.56926	1.0	10283	1	-0.62834
ARPC5	6	0.062666	0.17175	1.0	2434	2	-0.10603	0.24157	0.44066	0.998334	6328	1	-0.10603
WNT6	5	0.062678	0.16976	1.0	2435	3	-0.36667	0.1196	0.25906	0.964015	4093	2	-0.36667
CLIP3	4	0.062783	0.14659	0.969843	2436	3	-0.25574	0.97079	0.9707	1.0	15598	0	-0.25574
IGFBP6	3	0.062836	0.13532	0.93575	2437	2	-0.49451	0.78949	0.78936	1.0	12893	0	-0.49451
KCNK	8	0.062852	0.19081	1.0	2438	5	-0.23686	0.998	0.99796	1.0	16274	0	-0.23686
MAD1L	3	0.062857	0.13534	0.93575	2439	2	-0.41324	0.19036	0.30126	0.97762	5451	1	-0.41324
SON	6	0.062864	0.17214	1.0	2440	3	-0.15082	0.82005	0.8618	1.0	13322	1	-0.15082
GDI1	3	0.062897	0.13541	0.93575	2441	2	-0.45805	0.60396	0.62391	1.0	10648	1	-0.45805
FDX1L	3	0.062902	0.13541	0.93575	2442	1	-0.015261	0.55706	0.58997	1.0	10149	1	-0.015261
KRCC1	3	0.062946	0.13548	0.935822	2443	2	-0.51884	0.39199	0.48676	1.0	8402	1	-0.51884
MARS	4	0.062966	0.14693	0.970645	2444	2	-0.28469	0.91673	0.9165	1.0	14729	0	-0.28469
CACNA1G	2	0.062983	0.11093	0.853261	2445	2	-0.10238	0.93702	0.93702	1.0	15048	0	-0.10238
CTNND1	2	0.063289	0.11142	0.855317	2446	1	-0.18963	0.32472	0.3591	0.982573	7556	1	-0.18963
TRIM36	9	0.063316	0.20654	1.0	2447	5	-0.16798	0.27855	0.53744	1.0	6908	3	-0.16798
SMAD6	3	0.063371	0.13602	0.938275	2448	2	-0.29702	0.62599	0.64062	1.0	10868	1	-0.29702
PTPRT	3	0.063407	0.13606	0.938275	2449	2	-0.50912	0.55017	0.58524	1.0	10067	1	-0.50912
C5orf65	2	0.063611	0.11197	0.85805	2450	2	-0.37452	0.93639	0.9364	1.0	15037	0	-0.37452
PTPR	20	0.063845	0.25701	1.0	2451	11	-0.12903	0.16258	0.47088	1.0	4970	5	-0.12903
DSN	2	0.063923	0.11247	0.858814	2452	2	-0.70352	0.92623	0.92616	1.0	14870	0	-0.70352
NUP54	4	0.063996	0.14892	0.977156	2453	3	-0.29146	0.95918	0.9591	1.0	15416	0	-0.29146
ERLEC1	5	0.064065	0.17201	1.0	2454	3	-0.20543	0.19497	0.36902	0.983597	5532	2	-0.20543
PRSS22	4	0.064137	0.14922	0.977799	2455	3	-0.30447	0.55911	0.65203	1.0	10173	1	-0.30447
MTT	5	0.064192	0.17221	1.0	2456	3	-0.42049	0.083132	0.20288	0.944826	3160	2	-0.42049
LSM	7	0.064208	0.19318	1.0	2457	2	-0.030212	0.75092	0.85556	1.0	12385	2	-0.030212
B4GALT	14	0.064225	0.23228	1.0	2458	5	0.15737	0.023567	0.10986	0.885209	1233	9	0.15737
LTB4R	2	0.064247	0.11299	0.860334	2459	2	-0.49433	0.93575	0.93576	1.0	15029	0	-0.49433
CDR2	2	0.064266	0.11303	0.860334	2460	2	-0.33933	0.93573	0.93574	1.0	15028	0	-0.33933
PLOD3	3	0.064298	0.1372	0.943076	2461	2	-0.35771	0.93952	0.93973	1.0	15081	0	-0.35771
ZNF133	4	0.064582	0.15009	0.979152	2462	3	-0.32859	0.84778	0.84733	1.0	13693	0	-0.32859
NXPE4	4	0.064596	0.1501	0.979152	2463	2	-0.29733	0.75013	0.76297	1.0	12374	1	-0.29733
GSX2	6	0.06461	0.1758	1.0	2464	4	-0.26485	0.51807	0.68599	1.0	9732	2	-0.26485
FMNL2	3	0.064629	0.13766	0.944505	2465	2	-0.46158	0.12972	0.22357	0.952956	4353	1	-0.46158
PTGDR	4	0.064828	0.15055	0.979999	2466	3	-0.40565	0.86568	0.86535	1.0	13970	0	-0.40565
DNAJB9	4	0.064846	0.15059	0.979999	2467	3	-0.48557	0.97857	0.97863	1.0	15744	0	-0.48557
GRWD1	3	0.064873	0.13801	0.944505	2468	2	-0.13889	0.91672	0.9168	1.0	14728	0	-0.13889
TMEM165	5	0.06488	0.17329	1.0	2469	3	-0.31134	0.53447	0.67977	1.0	9921	1	-0.31134
PHPT	3	0.064936	0.13808	0.944505	2470	2	-0.39081	0.84053	0.84027	1.0	13592	0	-0.39081
SLC34A	3	0.064948	0.1381	0.944505	2471	2	-0.43679	0.28167	0.41408	0.993386	6949	1	-0.43679
RP9	2	0.064969	0.11419	0.862845	2472	2	-0.52686	0.93503	0.93499	1.0	15020	0	-0.52686
DPP	4	0.065126	0.15114	0.980937	2473	2	-0.27128	0.38812	0.53478	1.0	8364	2	-0.27128
C7orf26	4	0.065294	0.15147	0.981753	2474	3	-0.58397	0.89571	0.89539	1.0	14391	0	-0.58397
ZNF230	4	0.065314	0.15151	0.981753	2475	3	-0.36388	0.093347	0.20328	0.945264	3417	1	-0.36388
CA9	4	0.065392	0.15165	0.982143	2476	2	-0.29296	0.10023	0.21563	0.948343	3585	1	-0.29296
C14orf182	3	0.065453	0.13881	0.948254	2477	2	-0.5147	0.8188	0.81857	1.0	13300	0	-0.5147
TM2D2	2	0.065547	0.11515	0.866655	2478	2	-0.36253	0.93445	0.93439	1.0	15008	0	-0.36253
GJB	11	0.065592	0.22199	1.0	2479	4	-0.0087489	0.017532	0.080962	0.86764	990	5	-0.0087489
GCAT	4	0.065652	0.15213	0.983444	2480	3	-0.21663	0.98223	0.98229	1.0	15812	0	-0.21663
MMEL1	4	0.065675	0.15218	0.983444	2481	2	-0.626	0.96073	0.96065	1.0	15451	0	-0.626
CENPW	2	0.065779	0.11554	0.866655	2482	2	-0.6843	0.93422	0.93417	1.0	15003	0	-0.6843
CRYGC	4	0.065809	0.15242	0.98421	2483	2	-0.2987	0.89608	0.89576	1.0	14396	0	-0.2987
CD38	4	0.065867	0.15252	0.98421	2484	3	-0.24072	0.45069	0.59816	1.0	9109	1	-0.24072
EIF3K	4	0.065875	0.15254	0.98421	2485	2	-0.32459	0.57049	0.6575	1.0	10305	1	-0.32459
TSEN15	2	0.065916	0.11577	0.866655	2486	1	-0.3356	0.72376	0.7234	1.0	12026	0	-0.3356
CCDC85A	4	0.065938	0.15267	0.984684	2487	3	-0.32864	0.48244	0.61819	1.0	9422	1	-0.32864
LTB	4	0.066082	0.15295	0.986109	2488	3	-0.30922	0.87179	0.87149	1.0	14060	0	-0.30922
ACTR8	6	0.06609	0.17885	1.0	2489	4	-0.26193	0.98516	0.98519	1.0	15877	0	-0.26193
PPP2R5D	4	0.066123	0.15303	0.986177	2490	3	-0.33326	0.96817	0.96805	1.0	15559	0	-0.33326
STRN	4	0.066143	0.15308	0.986177	2491	3	-0.51551	0.9821	0.98216	1.0	15808	0	-0.51551
EMC2	2	0.066184	0.1162	0.867829	2492	2	-0.38725	0.93382	0.93375	1.0	14999	0	-0.38725
C19orf24	2	0.066316	0.11642	0.868506	2493	2	-0.39437	0.93368	0.93361	1.0	14997	0	-0.39437
PKN3	4	0.066327	0.15342	0.987292	2494	3	-0.56686	0.98019	0.98025	1.0	15773	0	-0.56686
